"Address","Name","Is delegator","Avatar","Space","Ens name","Follow Count","Follows Space","Total Votes","Proposal Interaction","Proposal Interaction In Space","Proposal Interaction outside of Space","Total NFT`s","Total Rewards NFT`s","User is delegator"
"0x85123BdA45bb736962a572c52d27f8603EdA78C8","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xcf487E204f5CcB1F1561B15B46931C13b074f84f","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xE60F51D46e178C76b0ba867a861DA2A697c24dDf","","0","","aave.eth","","2","0","0.55300527558465","202","121","81","50","0","0"
"0x412829F08f85ab709903A277421F19d2b3e1c17A","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x812fbC38b3A4649AA57Cf871325B723f03a723cC","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x812fbC38b3A4649AA57Cf871325B723f03a723cC","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x773C795e72C39EC836885E94CBeAFC0a9758D850","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xA584b91d2614b2865E38917aF87d951e900A2798","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x77A90E73d739bb5b718235F32d7F6327DF99aE46","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x74F0FcAbC03F55168583875Ca27438Bb57dBba68","","0","","aave.eth","","2","0","0.55300527558465","205","121","84","50","0","0"
"0x74F0FcAbC03F55168583875Ca27438Bb57dBba68","","0","","aave.eth","","2","0","0.55300527558465","205","121","84","50","0","0"
"0x3f17b55bD83dD23cf5b1d61E5e3CE16BD494222B","","0","","aave.eth","","2","0","0.55300527558465","205","121","84","50","0","0"
"0xD2E82048d08035d8380862Fc7430dD2a2b57fC26","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x018419b6f88561eF5F31cD36A437D390D310CE77","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xc542A58F6583A47273C86739481fB3fCf2f68FEB","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xc542A58F6583A47273C86739481fB3fCf2f68FEB","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x6c2F9ef8DA710871934AA08b59D6FF158E67feCc","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xD441808B5ACD54a98Cd22D86FB11365D28212Cd9","","0","","aave.eth","","2","0","0.55300527558465","205","121","84","50","0","0"
"0xF2c8cCd15dD92b1405f0F2D4b4811c1dE73006b5","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x4881AB7baA955C6244E3540B1D989801621fEcEc","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x4881AB7baA955C6244E3540B1D989801621fEcEc","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xaEc3cacEf9457ff2821D9f85429Ce3D90b001459","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x4953506e0e38b68994bcbEdc7B30f0d7DbFE7621","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xf09A0564D4063f9cC2E5e8051957637Cb4f51bDB","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x4F3A6A81a0dFe9556f00B3d4D1a468baa9c46A32","","0","","aave.eth","","2","0","0.55300527558465","205","121","84","50","0","0"
"0x4F3A6A81a0dFe9556f00B3d4D1a468baa9c46A32","","0","","aave.eth","","2","0","0.55300527558465","205","121","84","50","0","0"
"0x1da900B6A23C40d12448c9c893363aEeEc9CcD93","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x84f100Fa83b9b7D5Ca535ac9383bcE23Bf3a910f","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x02D8dEc06BF39e2beB13Aa12206E6d419B074833","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xB7A4932cCcef49eFf29132f1834FE30Dac864021","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xB7A4932cCcef49eFf29132f1834FE30Dac864021","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xB9171f476752847f25ede4f7AAdE1B7aC693D722","","0","","aave.eth","","2","0","0.55300527558465","203","121","82","50","0","0"
"0xEBc16f1dCf7794a5f40B332deD53056fD882e743","","0","","aave.eth","","2","0","0.55300527558465","203","121","82","50","0","0"
"0x2c8d6Cf16f6B9323d08C49639CEcfB5C9219E9C7","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xeD0FA05f5cfBdeC1eb9DC951F9b50bdb75ce7772","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xeD0FA05f5cfBdeC1eb9DC951F9b50bdb75ce7772","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xEA974ed863bb5dbfAC21BDbcb32D04842338f23a","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x5fee40aA8eED082C944d4Bfb172049Ca136A5e94","","0","","aave.eth","","2","0","0.55300527558465","205","121","84","50","0","0"
"0x3185aE52568c910b3fe60Ff4A84e6D930b220dc0","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x21649b31eD85cCD9fBd0b8dF24AD1b0325A4B2Ec","","0","","aave.eth","","2","0","0.55300527558465","203","121","82","50","0","0"
"0x21649b31eD85cCD9fBd0b8dF24AD1b0325A4B2Ec","","0","","aave.eth","","2","0","0.55300527558465","203","121","82","50","0","0"
"0xFE506ED49c79ac824d20C7f680Df863aAEdbC909","","0","","aave.eth","","2","0","0.55300527558465","172","121","51","50","0","0"
"0x3d91E4c7Ef10CbA2a143d6B6E9E87357b79ED99b","","0","","aave.eth","","2","0","0.55300527558465","205","121","84","50","0","0"
"0x006B6255a5B0367cd5f501124f48AB6A93987F52","","0","","aave.eth","","2","0","0.55300527558465","205","121","84","50","0","0"
"0xA565469aB94d24186ff23Dc530CA348018F4b495","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xeF188Cd1cfF6B3367da00D6Ed3C0792aDA002294","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x95e53A539FAC257D707E798895B7Cc4d18b65331","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xcd5c9df5fc4FF025CA6b55890c6D52c143C06229","","0","","aave.eth","","19","1","0.5080893138202","73","37","36","26","0","0"
"0xa4562dC62D6b786d59Eb377a50AeDAfF10bF6De8","","0","","aave.eth","","12","1","0.494","76","38","38","0","0","0"
"0x4be552e90Bdec6912676c09848f26B5f11A6519c","","0","","aave.eth","","2","0","0.55231527558465","203","121","82","50","0","0"
"0x360d3Ffe70B932e6048a1680b75455e8B84b025D","","0","","aave.eth","","2","0","0.55231527558465","204","121","83","50","0","0"
"0xf5b0A0a1973B23F6B72A0F87EB9c9dB7CbA4e0C3","","0","","aave.eth","","2","0","0.55231527558465","203","121","82","50","0","0"
"0xfA15382682828CBb6280096a48Ee08403FCAe8C8","","0","","aave.eth","","2","0","0.55231527558465","204","121","83","50","0","0"
"0x07f122C7CE16aF06df22dfAaeD10647825EaCC4D","","0","","aave.eth","","2","0","0.55231527558465","204","121","83","50","0","0"
"0x07f122C7CE16aF06df22dfAaeD10647825EaCC4D","","0","","aave.eth","","2","0","0.55231527558465","204","121","83","50","0","0"
"0x0f3bb74abdE3af48b24164313f31C39922D83E01","","0","","aave.eth","","2","0","0.55231527558465","204","121","83","50","0","0"
"0x0f3bb74abdE3af48b24164313f31C39922D83E01","","0","","aave.eth","","2","0","0.55231527558465","204","121","83","50","0","0"
"0xfB7C81d701c971232Eb7B9528B9037e4058290d2","","0","","aave.eth","","2","0","0.55231527558465","204","121","83","50","0","0"
"0xf151837f6CE562d25941998f0dF387deDcA74745","","0","","aave.eth","","2","0","0.55231527558465","204","121","83","50","0","0"
"0x4bC40905Ba20E32f21b39Ab6B75302b68b8caf1C","","0","","aave.eth","","2","0","0.55231527558465","204","121","83","50","0","0"
"0x4bC40905Ba20E32f21b39Ab6B75302b68b8caf1C","","0","","aave.eth","","2","0","0.55231527558465","204","121","83","50","0","0"
"0xb1f3C90E26c6A26cc83aE4aDe32324B3c88E532b","","0","","aave.eth","","2","0","0.55231527558465","204","121","83","50","0","0"
"0x748985A004D0846162017baacc850c7Dc527f36D","","0","","aave.eth","","2","0","0.55231527558465","204","121","83","50","0","0"
"0x32134A344D8Bd04c6338Cd8db99B16A6B14Df32f","","0","","aave.eth","","2","0","0.55231527558465","205","121","84","50","0","0"
"0x06AfB08bCA3f19Cd7dC58e6063E9a7e6346E5Dbf","","0","","aave.eth","","2","0","0.55231527558465","204","121","83","50","0","0"
"0x06AfB08bCA3f19Cd7dC58e6063E9a7e6346E5Dbf","","0","","aave.eth","","2","0","0.55231527558465","204","121","83","50","0","0"
"0xDde40B276dd4abe24601CFb6f2D97010595f7667","","0","","aave.eth","","2","0","0.55231527558465","204","121","83","50","0","0"
"0x1D7206a87cC608F84B331Ad4B5F4B8BD710f69aA","","0","","aave.eth","","0","0","0.493688","31","26","5","0","0","0"
"0x345c6b6Dd024b5e97564A90bde470709aFb228c0","","0","","aave.eth","","0","0","0.4936347","31","26","5","0","0","0"
"0xBA08763250974b97A50E312D7dE484Ad2CEea4Fd","","0","","aave.eth","","2","1","0.49362712060845","2","2","0","0","0","0"
"0x87b8fc8f4D480E6825A15e394912A3Cf8af54A3E","","0","","aave.eth","13977778888.eth","8","1","0.49355264829987","111","30","81","23","0","0"
"0xCeC42F3Fd5c3A972B507df4b2B9D4B89445c80F5","","0","","aave.eth","","5","1","0.49351787538499","25","14","11","8","0","0"
"0x2fc22f2422FfB231C4a8816E5ff45F38385b9E48","","0","","aave.eth","","0","0","0.4935034","31","26","5","0","0","0"
"0xEf73c9F1cBdf71817e35Ccdd30961CDD19A895D8","","0","","aave.eth","0x17181.eth","9","1","0.49338617085405","101","30","71","12","0","0"
"0x57047c8588e20dD03F40Ba0B8F46F4c63adBaBF0","","0","","aave.eth","","2","0","0.55162527558465","204","121","83","50","0","0"
"0x5a8B7b521bF4abAa3133414a5eFF80332B4E2Edc","","0","","aave.eth","","2","0","0.55162527558465","204","121","83","50","0","0"
"0xc12810d733F294ae7959724DA5E97aC4E24Fb1Ab","","0","","aave.eth","","2","0","0.55162527558465","204","121","83","50","0","0"
"0xdF26eFF3301e2eaba05c357c70b7D174965B4eC5","","0","","aave.eth","","10","1","0.56991132598029","96","32","64","27","0","0"
"0x7D71364Fc771d9d879E6603D07398Fa823128166","","0","","aave.eth","","0","0","0.492912","32","27","5","0","0","0"
"0x69bA7215747bF88d027E5a4D82a1dcC77c4480f3","","0","","aave.eth","igormig.eth","20","0","0.49288644052141","182","27","155","50","0","0"
"0x7F2b4c1E30570B7e36d8A814D5296d7Db032AA37","","0","","aave.eth","seaik.eth","11","0","0.49279469388165","82","7","75","29","0","0"
"0xc0AE0f2Adcb2C2f22199B35930A6E497394a84B9","","0","","aave.eth","bestrobus.eth","2","1","0.49272795713077","14","8","6","0","0","0"
"0x2aF679d9770797a94d4Ef5861d1bF4Ea74A5FA7B","","0","","aave.eth","forcestalker.eth","10","0","0.49264688399362","76","7","69","18","0","0"
"0x6aD19b536cce1c304b2fDA25948876331f552CA9","","0","","aave.eth","kilogifea.eth","18","1","0.4926042003332","73","24","49","0","0","0"
"0x01e01865A1C4A39DaFDf5020D199f8a9d120f1b9","","0","","aave.eth","","0","0","0.4925475","32","27","5","1","0","0"
"0x70DB6BA00197d1e7d19ac294791228ff5949290c","","0","","aave.eth","ikben.eth","11","1","0.49251384158852","14","6","8","36","1","0"
"0xF1e0D8aA71f039564A103B7ef19448bF5Be4F2Ac","","0","","aave.eth","","0","0","0.49247415","82","21","61","14","0","0"
"0x3e605B3AF2D07e68498b21ECb6EA36D112ca0E07","","0","","aave.eth","","1","0","0.49244607002333","86","19","67","50","0","0"
"0x2fe2D6779609999b52b2495e1a73aFBB3FC0e652","","0","","aave.eth","","0","0","0.4922952","29","24","5","0","0","0"
"0x8afE9F6648E2458A75A51AC868D1f203f2B8C77a","","0","","aave.eth","","17","1","0.49222086318417","97","34","63","9","1","0"
"0xCCa6B6Dad4ACceaE8441975046550d9502CB0F61","","0","","aave.eth","","0","0","0.4922164","31","26","5","0","0","0"
"0x2532A969EF0ee316D6ea6E20f4cE714A6489f35c","","0","","aave.eth","etherium23.eth","20","1","0.568","229","142","87","50","0","0"
"0x3c496d97c4d59eeDcEc93f44EACD104619159a67","","0","","aave.eth","dexbest1.eth","20","1","0.49195908715162","352","25","327","50","0","0"
"0xfc87Cbe037393432B47528e07033866e377a3033","","0","","aave.eth","","16","1","0.49195051967725","65","27","38","26","0","0"
"0xe200AaEa6359B28A277A897ea7A90434494DA73A","","0","","aave.eth","steelrider.eth","10","0","0.49194142513493","86","7","79","30","0","0"
"0x92FF11C21276Cc504902dF81fFe88fb774975dDa","","0","","aave.eth","","0","0","0.49191471","88","21","67","15","0","0"
"0x665cAaD23417D378C4AbCA024Bf57e65D2196c95","","0","","aave.eth","","0","0","0.491738","31","26","5","0","0","0"
"0xAacB3e39FE0726883Ab72fD569a1b654E9156450","","0","","aave.eth","","0","0","0.49171815","83","21","62","15","0","0"
"0x458bB48102cAF0F860dc5BDbAB1C0D84b399a797","","0","","aave.eth","","0","0","0.49171815","84","21","63","15","0","0"
"0x2Cf514Ed2266c7EB9bC71736aa822a8825b4DB5D","","0","","aave.eth","harmonylauncher.eth","20","1","0.5082","421","154","267","50","0","0"
"0xBc5D2809326C048d1aeCECBDA4fC1e4CB47ceaec","","0","","aave.eth","","0","0","0.4916548","31","26","5","0","0","0"
"0x0603ff25aC40e8D7CA593e97a3cab522dBff8689","","0","","aave.eth","","0","0","0.4916415","84","21","63","15","0","0"
"0xC378C3e9f5908079666c6A7E1a502C6472d86090","","0","","aave.eth","","0","0","0.49145564","31","26","5","0","0","0"
"0x1e4C391fEa955172F08202eA7c50E08bE2FD4347","","0","","aave.eth","laomaotou.eth","9","1","0.4914093470747","44","16","28","13","0","0"
"0x6743D2368c3629BCb8185451c32AFafA697FA4eb","","0","","aave.eth","","0","0","0.4914","32","26","6","0","0","0"
"0x0764dc400C280FF2B6D1F0582969C0c668271340","","0","","aave.eth","oggle.eth","20","0","0.51182715365194","131","26","105","50","0","0"
"0xEcD07664640ed24A84a6Ff4084F486d564b69D0C","","0","","aave.eth","","0","0","0.49134298866335","8","4","4","0","0","0"
"0x5873C5D1634A0CC66756F05Fb5CE12890ADFa5Ab","","0","","aave.eth","lolcker244.eth","2","1","0.49128170837326","16","8","8","0","0","0"
"0x35D96BC5E2E4ac393E1333F4Ddb509608186Bb1D","","0","","aave.eth","","7","1","2.455","9","5","4","11","0","0"
"0x10C598cF1da2a558561820d9224A7c8535Eb24CE","","0","","aave.eth","jackbauer90.eth","20","1","0.51541492533837","337","89","248","50","0","0"
"0x024E402B382969614A57f63464b0c51E0172174A","","0","","aave.eth","florescent.eth","2","1","0.4903607443178","23","12","11","7","1","0"
"0x82569183b09c770DfEECA7E7d2128c94261880Ab","","0","","aave.eth","","0","0","0.49034882","31","26","5","0","0","0"
"0x674A7E635956AE62bFFb8b0ddDbC7fff86FBeFe6","","0","","aave.eth","","5","1","0.66322975963256","49","23","26","37","0","0"
"0x0a2Ffc234B10eB2fcB662C64EeBc14D5D463b1eD","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xCd86A3B85867cd7E74860A868EB68457752efFB4","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0x256Ac2E7CE5f22b59a52B273e7BEFf1bF7610A19","","0","","aave.eth","","2","0","0.55300527558465","204","121","83","50","0","0"
"0xD5fE1Cc80D5e35DAD7fcC593d8940f1ecAE0b8f9","","0","","aave.eth","","2","0","0.55300052755847","204","121","83","50","0","0"
"0x9f8A9bA91ADf92862b4514c1F29EF2C824D7be6B","","0","","aave.eth","swellnetworkio.eth","6","1","0.53","124","53","71","19","0","0"
"0xd954c7D3f981C406c9f2cF18E2e2D8092a9B09AE","","0","","aave.eth","ponzidog.eth","6","1","0.53","117","53","64","7","0","0"
"0x652e6EF97057F55c8073AF9476d45Db2C3897b3b","","0","","aave.eth","ylyana.eth","0","0","0.49","25","7","18","8","0","0"
"0x156b5BB51d91428C3B262241EfdE8717324B1ca2","","0","","aave.eth","","4","1","0.49","40","10","30","0","0","0"
"0x26404746CD2228018f86c98f580E5030b06Ff3c8","","0","","aave.eth","norah1.eth","20","0","0.48985250980415","16","3","13","50","0","0"
"0x418f9Ab0424691FD60FA8A615824FF0f60c3f898","","0","","aave.eth","bibka.eth","15","1","0.48975828200862","122","42","80","20","0","0"
"0xFC859e8649CDED761E897ab4331731a0285A1681","","0","","aave.eth","","1","0","0.48974961","84","21","63","14","0","0"
"0xb300AA30dD33e1Ae849Cb69FA23D6Ddaf90a69BC","","0","","aave.eth","thaxiao.eth","4","1","0.48972489427078","16","4","12","50","1","0"
"0x9844CFF53B8839CCF0cf4F30aff5547702F036F1","","0","","aave.eth","","0","0","0.489348","33","27","6","0","0","0"
"0xe776b14985b0ea61d298c10c33AB0Be88eCe90bF","","0","","aave.eth","999pay.eth","20","0","0.48913837432118","130","27","103","50","0","0"
"0x363B52c2c0C6084a7e14b39eC517e710528228e2","","0","","aave.eth","sbolt.eth","10","0","0.48909465194884","86","7","79","30","0","0"
"0x8F0155B8Cb12C4C224d6d40FcD21666A914A14b1","","0","","aave.eth","","2","0","0.54731524639517","203","120","83","50","0","0"
"0xe8D4fC8E8b35434d6b5C790bA045FC0bc01cD569","","0","","aave.eth","yuntian.eth","16","0","0.48892926516963","95","12","83","39","1","0"
"0xCe9E91FaB279F0929e09018259331Dc135576554","","0","","aave.eth","","2","0","0.54610527558465","202","121","81","50","0","0"
"0x6E10F04e060A3130CCf6CBCB9De7B858F4aB99b7","","0","","aave.eth","","2","0","0.54610527558465","200","121","79","50","0","0"
"0xe4D749767635DcAc98b0244571Fd866Bf433c308","","0","","aave.eth","","2","0","0.54610527558465","204","121","83","50","0","0"
"0xE92c34587220d49497262C6c7c7b0764D27C65d7","","0","","aave.eth","","2","0","0.54610527558465","203","121","82","50","0","0"
"0xE92c34587220d49497262C6c7c7b0764D27C65d7","","0","","aave.eth","","2","0","0.54610527558465","203","121","82","50","0","0"
"0x9DDc4598cF7cfBbf93E73e6D04d3aF96A55a8123","","0","","aave.eth","","2","0","0.54610527558465","205","121","84","50","0","0"
"0x9DDc4598cF7cfBbf93E73e6D04d3aF96A55a8123","","0","","aave.eth","","2","0","0.54610527558465","205","121","84","50","0","0"
"0xE3859449f38C6D8d76C8bf91f4e7dAef4a104eE6","","0","","aave.eth","","2","0","0.54610527558465","204","121","83","50","0","0"
"0x368cB4212ABd097F35eFcd34E291B6ee1D60e622","","0","","aave.eth","lapegame.eth","12","1","0.48885584571483","49","4","45","50","0","0"
"0x5B53288F4adFA4b0cC1B9660d2fbae58a8948136","","0","","aave.eth","","0","0","0.48879948","31","26","5","0","0","0"
"0x58f25006Ce7b38b58D13e26F70bb57b11023Ce3f","","0","","aave.eth","","0","0","0.488677150117","61","32","29","50","0","0"
"0x9d0875da7168715C7e2a4AF3Cc6236eDaa59B542","","0","","aave.eth","","2","0","0.54541527558465","204","121","83","50","0","0"
"0x6c390d8E91761569Ec9645eD71149BcaD72AC2e4","","0","","aave.eth","","2","0","0.54541527558465","204","121","83","50","0","0"
"0xc04EA5064aec15Db9a7D712D4c5E405C8753EF57","","0","","aave.eth","","2","0","0.54541527558465","204","121","83","50","0","0"
"0xc04EA5064aec15Db9a7D712D4c5E405C8753EF57","","0","","aave.eth","","2","0","0.54541527558465","204","121","83","50","0","0"
"0x3370d3949a2e5D069ED492eF0448AEb4087B09a0","","0","","aave.eth","","7","1","0.4883253796671","16","7","9","32","1","0"
"0x3370d3949a2e5D069ED492eF0448AEb4087B09a0","","0","","aave.eth","","7","1","0.4883253796671","16","7","9","32","1","0"
"0xE47687989e24dd426Fb2f7C96b24f2D22A50C3B2","","0","","aave.eth","","0","0","0.4882176","31","26","5","0","0","0"
"0xAa66e4B607E583F42Beb27A9b80539b7D094c32e","","0","","aave.eth","ultrabest.eth","6","1","0.48819546821364","19","10","9","0","0","0"
"0x60f61ee267EEecf90C1ba19f3599D5B514cd399F","","0","","aave.eth","","0","0","0.48812397599275","79","18","61","50","0","0"
"0x1269bd2680E31f5E2923682A497207F175EF2029","","0","","aave.eth","vamban.eth","15","1","0.48801621946113","136","41","95","41","0","0"
"0x765a16ca391A6b9249cfA65bf2D14C38722198e3","","0","","aave.eth","spiritofsun.eth","20","0","0.48794114410325","260","22","238","50","0","0"
"0x765a16ca391A6b9249cfA65bf2D14C38722198e3","","0","","aave.eth","spiritofsun.eth","20","0","0.48794114410325","260","22","238","50","0","0"
"0x43F571051371C23B71639e703b8Dd45fc049dB48","","0","","aave.eth","fenomeneth.eth","13","0","0.48787429513224","65","25","40","27","0","0"
"0x43F571051371C23B71639e703b8Dd45fc049dB48","","0","","aave.eth","fenomeneth.eth","13","0","0.48787429513224","65","25","40","27","0","0"
"0xd3d51a5c29571545AE856b074d4bD328deaF352B","","0","","aave.eth","","0","0","0.487853","28","23","5","0","0","0"
"0xd3d51a5c29571545AE856b074d4bD328deaF352B","","0","","aave.eth","","0","0","0.487853","28","23","5","0","0","0"
"0x12B838a650e27BBb47119D0D0c3b39Ebb915cDd6","","0","","aave.eth","","2","0","0.54472527558465","204","121","83","50","0","0"
"0x12B838a650e27BBb47119D0D0c3b39Ebb915cDd6","","0","","aave.eth","","2","0","0.54472527558465","204","121","83","50","0","0"
"0x74fE384A493209085Bd3a84c4BE117C02216414F","","0","","aave.eth","","0","0","0.48761908","31","26","5","0","0","0"
"0xDF1AC7937c7937FDb614445Faca8c190F459D771","","0","","aave.eth","","3","1","0.48756795323858","7","1","6","0","0","0"
"0x8dbccd84C1C52D7842e0310940af304F57FC0ADd","","0","","aave.eth","","0","0","0.48750051","88","21","67","13","0","0"
"0x34336ef7cACB399d46dc46f660db347CC24bB00d","","0","","aave.eth","","0","0","0.4874952","29","24","5","0","0","0"
"0xE3FC2fA6a458a4Fc08673CCB5de45BeDC5B23817","","0","","aave.eth","","0","0","0.48744","29","24","5","0","0","0"
"0x33Aef9F682E722aeB1597775157c0B9D983d21a3","","0","","aave.eth","starbucks-crypto.eth","10","1","0.4872","24","14","10","15","0","0"
"0xB659A68FE4726AbE82A0eCf5Ac032E449563A940","","0","","aave.eth","","0","0","0.487053","84","21","63","13","0","0"
"0xC304082b7084c1Dd5a1fc5c5dbaEf3DAc24A74E0","","0","","aave.eth","","0","0","0.48704942","31","26","5","0","0","0"
"0x31Fe409c0d66AF66a40B21a1c963168F4e1323b3","","0","","aave.eth","","11","1","0.50324712111709","130","31","99","40","1","0"
"0xA09699F0d6C34B114811923d5C92aD263bAeBCA8","","0","","aave.eth","","7","1","0.4865","56","35","21","25","0","0"
"0x2effBaB5629EAEFe304bA35E7edFa3DB74230ac6","","0","","aave.eth","","0","0","0.4862136","29","24","5","0","0","0"
"0xd0AC961f26EaBbCB89569E5C9c7afFAB8B81d9a5","","0","","aave.eth","","0","0","0.4862","31","26","5","0","0","0"
"0x004fF14bC58969f78B0A8063E07801831426746e","","0","","aave.eth","","0","0","0.48615","85","21","64","14","0","0"
"0xDd40bB88C972f7fC5a5AE47e041fF46E907EF89A","","0","ipfs://bafkreigrqebopdy4ki5ikotvwu4c2zc3glkt6jromoyzewi7nw32gb4iga","aave.eth","daimmm60.eth","20","0","0.56506030534778","287","143","144","13","0","0"
"0x99369a07762D08D670f1901a6D77FB183812C754","","0","","aave.eth","","0","0","0.48602952","29","24","5","0","0","0"
"0x20b57B81594eF549cC580558255833703Cdea79A","","0","","aave.eth","","0","0","0.4860059111509","56","29","27","50","0","0"
"0x29E40F7Ae7Dd7b63E62E3D1F38dC61bdD2778628","","0","","aave.eth","","0","0","0.48596751","88","21","67","13","0","0"
"0xc2e53C6fa337b4005A5eE9aA1A74541E49c4F136","","0","","aave.eth","","0","0","0.4859634","31","26","5","0","0","0"
"0x317aAdA0100516C1aa4AcD2Ece70bCBF06e2d172","","0","","aave.eth","","3","1","0.48594758148668","4","2","2","3","0","0"
"0x9cE5A5523DA0c6a22d5551726E012DeBDa19322B","","0","","aave.eth","","0","0","0.4855515","84","21","63","15","0","0"
"0x35236F6a9A15De26bc6A44555080e99586a543C8","","0","","aave.eth","","0","0","0.4855488","29","24","5","0","0","0"
"0x3210e9B36bCA14f7f920417341E25D9e1AEf594B","","0","","aave.eth","","3","1","0.48547005296021","113","48","65","7","1","0"
"0xd9F9bC5C09923006ED122574cB9520028A897392","","0","","aave.eth","","1","0","0.48532571067829","82","18","64","50","0","0"
"0xCbcD44b8Ad78b77E0649899d4271bFFF33C2C9fd","","0","","aave.eth","suprameta.eth","13","1","0.48530098278428","148","56","92","50","0","0"
"0x8b4fd3e345E63Aa37AB973C9814DBfFcd3b77856","","0","","aave.eth","","16","1","0.4852277","83","26","57","50","6","0"
"0xAdf07B626a48D31d8c1C1B733e33fdbA121929c9","","0","","aave.eth","samleegray.eth","4","1","0.48517833099884","30","1","29","0","0","0"
"0xd30643912E0924607e4b94c6E806a331918B18D5","","0","","aave.eth","","1","1","0.48505314812","4","4","0","0","0","0"
"0xC59f00646Aaf6bbAfBBBdba8628e2935f96EE277","","0","","aave.eth","swargo.eth","10","1","0.48505066968722","114","34","80","31","0","0"
"0xC744e82813C5327Ba35e06d8570Fbc5D1Ed4ee1d","","0","","aave.eth","","0","0","0.4850136","29","24","5","0","0","0"
"0xb1eacc012EA36355FCd08f70E2F32F7cae992ac5","","0","","aave.eth","viktorswag.eth","0","0","0.48497045452334","48","11","37","15","0","0"
"0xb60A306c114732CFbECdd6604eC637A06a00777e","","0","","aave.eth","","9","1","0.48485823717123","53","24","29","50","0","0"
"0xdf72DE8dfD7EaaE227CbaFd40275ea84e332054f","","0","","aave.eth","deadmoroz.eth","0","0","0.48482395181702","119","24","95","43","0","0"
"0xF190deDEE646941730FfA77F2f0281ce63d4B820","","0","","aave.eth","","2","1","0.4844762686807","9","8","1","0","0","0"
"0x7041ba869243df45Dc07b7D828f88eCfe48DCCCD","","0","","aave.eth","metavertica.eth","20","0","0.53286368901153","104","33","71","50","0","0"
"0xde0CCFBCc11052328c7c928939EBc49e9A15f417","","0","","aave.eth","tomoose.eth","20","1","2.1787009512924","106","9","97","50","0","0"
"0xD39EA28a718abE13E65fbBd39F7332584194C767","","0","","aave.eth","717club.eth","9","1","0.594","156","54","102","25","0","0"
"0x587ed699Ca71f11fa5d008CaC8D36b3b907aBFF9","","0","","aave.eth","joyfi.eth","9","1","0.539","144","49","95","23","0","0"
"0xCDa2c941B5379650532A2EAE50bFb48654600b7a","","0","","aave.eth","dsg89d.eth","13","1","0.49516879985552","97","44","53","50","0","0"
"0x52542FfC9120723Ac5BD1E7b6B2DA9b066621Ae3","","0","","aave.eth","sidtalk.eth","20","0","0.53761975490426","113","40","73","39","0","0"
"0x14F83A035840Dd3606211ad42d4F7243b6C799cE","","0","","aave.eth","","6","1","0.48384560848222","122","59","63","8","1","0"
"0x3eBF2F3c16bd1cFD50Fc581bc259A791bf535206","","0","","aave.eth","0xmilord.eth","20","1","0.56798114462705","189","27","162","50","0","0"
"0xF77fe1CfF627C0030129A1d60dB9743Dcc479461","","0","","aave.eth","","0","0","0.48361403314559","58","31","27","50","0","0"
